C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
202003;W96-9;3;14186;33659
202003;W96-9;4;7621;27690
202003;W96-9;81;7799;18750
202003;W96-9;60;812;3115
202003;W96-9;86;4281;18240
202004;W96-1;1;49;184
202004;W96-1;2;642;1930
202004;W96-1;3;160;540
202004;W96-1;4;27;44
202004;W96-1;81;32;75
202004;W96-1;71;38;532
202004;W96-1;76;38;713
202004;W96-1;84;1;4
202004;W96-1;60;148;463
202004;W96-1;61;54;146
202004;W96-1;86;48;436
202004;W96-1;87;1;7
202004;W96-2;1;768;2968
202004;W96-2;2;1684;5526
202004;W96-2;3;485;3058
202004;W96-2;4;233;1719
202004;W96-2;70;35;255
202004;W96-2;84;41;155
202004;W96-2;60;150;1374
202004;W96-2;61;33;320
202004;W96-2;86;988;4331
202004;W96-2;87;78;1053
202004;W96-3;1;1460;5228
202004;W96-3;2;6227;19189
202004;W96-3;3;2539;10585
202004;W96-3;4;160;1999
202004;W96-3;70;27;1339
202004;W96-3;81;50;478
202004;W96-3;71;109;1263
202004;W96-3;76;25;853
202004;W96-3;84;696;3615
202004;W96-3;60;1050;4701
202004;W96-3;61;342;1953
202004;W96-3;86;348;2452
202004;W96-3;87;117;977
202004;W96-4;1;1114;3559
202004;W96-4;2;2538;8143
202004;W96-4;3;2414;11384
202004;W96-4;4;208;1829
202004;W96-4;70;6;330
202004;W96-4;81;118;236
202004;W96-4;73;13;169
202004;W96-4;71;85;2444
202004;W96-4;76;0;360
202004;W96-4;84;337;2421
202004;W96-4;60;490;3525
202004;W96-4;61;206;1343
202004;W96-4;86;151;1683
202004;W96-4;87;108;930
202004;W96-5;1;206;631
202004;W96-5;2;1450;5739
202004;W96-5;3;1176;2787
202004;W96-5;4;94;615
202004;W96-5;70;0;694
202004;W96-5;73;2;2
202004;W96-5;71;52;1051
202004;W96-5;84;178;375
202004;W96-5;60;223;2467
202004;W96-5;61;99;1665
202004;W96-5;86;288;2992
202004;W96-5;87;63;740
202004;W96-6;1;569;2350
202004;W96-6;2;3604;13914
202004;W96-6;3;790;2788
202004;W96-6;4;104;1550
202004;W96-6;70;60;765
202004;W96-6;71;55;2650
202004;W96-6;76;65;1955
202004;W96-6;83;0;12
202004;W96-6;84;206;1228
202004;W96-6;60;345;3142
202004;W96-6;61;97;678
202004;W96-6;86;251;3116
202004;W96-6;87;42;702
202004;W96-7;1;722;2523
202004;W96-7;2;2372;7189
202004;W96-7;3;1267;10660
202004;W96-7;4;649;4110
202004;W96-7;70;12;276
202004;W96-7;81;43;405
202004;W96-7;73;79;201
202004;W96-7;84;695;851
202004;W96-7;60;246;3278
202004;W96-7;61;150;2076
202004;W96-7;86;576;6860
202004;W96-7;87;144;2050
202004;W96-8;1;182;514
202004;W96-8;2;395;1262
202004;W96-8;3;274;864
202004;W96-8;4;37;394
202004;W96-8;70;116;3470
202004;W96-8;81;0;630
202004;W96-8;84;0;60
202004;W96-8;60;35;193
202004;W96-8;61;1;2
202004;W96-8;86;182;797
202004;W96-8;87;6;78
202004;W96-9;1;1894;10123
202004;W96-9;2;2549;10299
202004;W96-9;3;474;1651
202004;W96-9;4;662;4152
202004;W96-9;81;5;19
202004;W96-9;60;39;423
202004;W96-9;86;164;2334
202005;W96-1;1;3556;7540
202005;W96-1;2;3323;8187
202005;W96-1;3;673;1752
202005;W96-1;4;223;547
202005;W96-1;70;7017;18890
202005;W96-1;81;38;65
202005;W96-1;71;136;1917
202005;W96-1;76;145;1829
202005;W96-1;84;98;173
202005;W96-1;60;643;1606
202005;W96-1;61;518;1149
202005;W96-1;86;640;2111
202005;W96-1;87;120;413
202005;W96-2;1;10477;23139
202005;W96-2;2;8572;20531
202005;W96-2;3;2135;8201
202005;W96-2;4;2723;8213
202005;W96-2;70;8167;33285
202005;W96-2;81;110;236
202005;W96-2;76;224;3232
202005;W96-2;83;11;17
202005;W96-2;84;339;1459
202005;W96-2;60;746;3376
202005;W96-2;61;143;679
202005;W96-2;86;1726;8980
202005;W96-2;87;364;1994
202005;W96-3;1;10200;21988
202005;W96-3;2;15539;36491
202005;W96-3;3;4982;17671
202005;W96-3;4;449;2722
202005;W96-3;70;910;3352
202005;W96-3;81;60;155
202005;W96-3;71;269;4747
202005;W96-3;76;327;3220
202005;W96-3;83;238;238
202005;W96-3;84;1471;5762
202005;W96-3;60;2731;10677
202005;W96-3;61;1351;4752
202005;W96-3;86;836;4293
202005;W96-3;87;484;2280
202005;W96-4;1;8952;20725
202005;W96-4;2;9096;22075
202005;W96-4;3;5638;20018
202005;W96-4;4;1253;5881
202005;W96-4;70;1674;4535
202005;W96-4;81;361;2337
202005;W96-4;73;44;508
202005;W96-4;71;510;9693
202005;W96-4;76;664;4346
202005;W96-4;83;219;239
202005;W96-4;84;1061;3884
202005;W96-4;60;1416;7056
202005;W96-4;61;659;2649
202005;W96-4;86;1075;3964
202005;W96-4;87;749;2903
202005;W96-5;1;7922;14994
202005;W96-5;2;8026;19638
202005;W96-5;3;3113;8081
202005;W96-5;4;1805;6115
202005;W96-5;70;1338;4104
202005;W96-5;81;163;319
202005;W96-5;73;103;282
202005;W96-5;71;3;14
202005;W96-5;76;485;5188
202005;W96-5;83;110;646
202005;W96-5;84;312;569
202005;W96-5;60;853;4288
202005;W96-5;61;465;3710
202005;W96-5;86;1622;7912
202005;W96-5;87;663;2998
202005;W96-6;1;11814;24686
202005;W96-6;2;15701;39620
202005;W96-6;3;2942;8084
202005;W96-6;4;3428;10862
202005;W96-6;70;4259;13285
202005;W96-6;81;202;386
202005;W96-6;73;366;1524
202005;W96-6;71;90;3024
202005;W96-6;76;492;5949
202005;W96-6;83;171;193
202005;W96-6;84;700;2976
202005;W96-6;60;1859;8451
202005;W96-6;61;1585;4543
202005;W96-6;86;2213;8350
202005;W96-6;87;868;2993
202005;W96-7;1;6653;14088
202005;W96-7;2;7868;20511
202005;W96-7;3;2917;14066
202005;W96-7;4;1701;11513
202005;W96-7;70;2135;4991
202005;W96-7;81;50;1892
202005;W96-7;73;2;2
202005;W96-7;71;18;102
202005;W96-7;76;68;254
202005;W96-7;83;270;320
202005;W96-7;84;186;591
202005;W96-7;60;708;5555
202005;W96-7;61;346;3224
202005;W96-7;86;1596;17849
202005;W96-7;87;465;4372
202005;W96-8;1;2665;6552
202005;W96-8;2;2197;5225
202005;W96-8;3;1188;3308
202005;W96-8;4;466;1601
202005;W96-8;70;1531;5608
202005;W96-8;81;111;809
202005;W96-8;83;47;47
202005;W96-8;84;274;564
202005;W96-8;60;171;956
202005;W96-8;61;26;49
202005;W96-8;86;754;2435
202005;W96-8;87;83;504
202005;W96-9;1;5978;14723
202005;W96-9;2;5410;13028
202005;W96-9;3;1123;3838
202005;W96-9;4;1246;5788
202005;W96-9;81;206;344
202005;W96-9;60;87;574
202005;W96-9;86;297;3246
202006;W96-1;1;22690;59276
202006;W96-1;2;19956;47308
202006;W96-1;3;3610;8889
202006;W96-1;4;962;3507
202006;W96-1;70;18963;56509
202006;W96-1;81;125;164
202006;W96-1;71;312;6999
202006;W96-1;76;968;11819
202006;W96-1;84;738;1510
202006;W96-1;60;4880;12378
202006;W96-1;61;2907;8571
202006;W96-1;86;3490;13222
202006;W96-1;87;643;2409
202006;W96-2;1;75804;254140
202006;W96-2;2;54002;159723
202006;W96-2;3;13629;40456
202006;W96-2;4;19450;92392
202006;W96-2;70;49601;282116
202006;W96-2;81;1309;2692
202006;W96-2;73;10;89
202006;W96-2;71;898;16793
202006;W96-2;76;733;10674
202006;W96-2;83;2034;2293
202006;W96-2;84;2702;11330
202006;W96-2;60;4196;16531
202006;W96-2;61;1203;5076
202006;W96-2;86;12609;66397
202006;W96-2;87;2893;14877
202006;W96-3;1;46381;111790
202006;W96-3;2;47464;95676
202006;W96-3;3;16848;37905
202006;W96-3;4;1918;6426
202006;W96-3;70;12945;31728
202006;W96-3;81;559;1037
202006;W96-3;71;675;12448
202006;W96-3;76;1609;26299
202006;W96-3;83;2518;2756
202006;W96-3;84;5119;14222
202006;W96-3;60;9448;25181
202006;W96-3;61;6795;17625
202006;W96-3;86;3568;12522
202006;W96-3;87;2362;8062
202006;W96-4;1;59981;148685
202006;W96-4;2;43108;91542
202006;W96-4;3;20437;48813
202006;W96-4;4;5296;19600
202006;W96-4;70;15975;48204
202006;W96-4;81;1974;3242
202006;W96-4;73;434;1086
202006;W96-4;71;1293;24836
202006;W96-4;76;2343;21768
202006;W96-4;83;4819;5134
202006;W96-4;84;6458;15418
202006;W96-4;60;6095;18998
202006;W96-4;61;2879;9997
202006;W96-4;86;6277;22894
202006;W96-4;87;3678;14563
202006;W96-5;1;101104;281890
202006;W96-5;2;60936;160941
202006;W96-5;3;15514;33717
202006;W96-5;4;19994;77167
202006;W96-5;70;17510;59674
202006;W96-5;81;2027;3749
202006;W96-5;73;1469;4630
202006;W96-5;71;843;14691
202006;W96-5;76;1279;20686
202006;W96-5;83;1736;4977
202006;W96-5;84;2973;8380
202006;W96-5;60;5553;20250
202006;W96-5;61;3610;16043
202006;W96-5;86;14922;67007
202006;W96-5;87;7214;33312
202006;W96-6;1;88279;238234
202006;W96-6;2;70089;174991
202006;W96-6;3;13160;30833
202006;W96-6;4;17325;61486
202006;W96-6;70;22183;61896
202006;W96-6;81;2047;3284
202006;W96-6;73;621;1466
202006;W96-6;71;482;11723
202006;W96-6;76;1405;21697
202006;W96-6;83;5378;6117
202006;W96-6;84;4382;18899
202006;W96-6;60;10404;31358
202006;W96-6;61;10505;30201
202006;W96-6;86;10667;44685
202006;W96-6;87;4448;17653
202006;W96-7;1;121770;385152
202006;W96-7;2;62856;176370
202006;W96-7;3;30963;89005
202006;W96-7;4;23559;99261
202006;W96-7;70;31745;101163
202006;W96-7;81;367;1946
202006;W96-7;73;453;1008
202006;W96-7;71;94;1775
202006;W96-7;76;201;2837
202006;W96-7;83;16344;20991
202006;W96-7;84;2957;9894
202006;W96-7;60;8090;31465
202006;W96-7;61;3672;16495
202006;W96-7;86;29983;153499
202006;W96-7;87;7946;40678
202006;W96-8;1;24564;63025
202006;W96-8;2;17510;47894
202006;W96-8;3;5997;16219
202006;W96-8;4;6101;26687
202006;W96-8;70;10645;32734
202006;W96-8;81;1222;2910
202006;W96-8;73;133;442
202006;W96-8;76;24;31
202006;W96-8;83;2711;2814
202006;W96-8;84;2116;6586
202006;W96-8;60;1701;7270
202006;W96-8;61;301;1141
202006;W96-8;86;9391;43366
202006;W96-8;87;1607;7101
202006;W96-9;1;42573;84076
202006;W96-9;2;32189;64059
202006;W96-9;3;7985;14714
202006;W96-9;4;3638;12463
202006;W96-9;70;333;1220
202006;W96-9;81;1136;1987
202006;W96-9;60;376;1344
202006;W96-9;86;1772;8770
202007;W96-1;1;46760;135672
202007;W96-1;2;34115;86484
202007;W96-1;3;6707;17758
202007;W96-1;4;2539;9212
202007;W96-1;70;27692;88494
202007;W96-1;81;464;1140
202007;W96-1;73;113;516
202007;W96-1;71;368;9306
202007;W96-1;76;1446;20611
202007;W96-1;84;1939;5051
202007;W96-1;60;8166;23524
202007;W96-1;61;3607;11905
202007;W96-1;86;7128;32672
202007;W96-1;87;1079;5295
202007;W96-2;1;136968;588918
202007;W96-2;2;122622;450688
202007;W96-2;3;31465;113595
202007;W96-2;4;45441;312392
202007;W96-2;70;115665;746065
202007;W96-2;81;6439;17992
202007;W96-2;73;957;8229
202007;W96-2;71;962;18995
202007;W96-2;76;1089;15943
202007;W96-2;83;7616;9424
202007;W96-2;84;9208;48595
202007;W96-2;60;12821;57739
202007;W96-2;61;3585;21667
202007;W96-2;86;38066;271416
202007;W96-2;87;8227;65869
202007;W96-3;1;78688;188766
202007;W96-3;2;77078;162733
202007;W96-3;3;25738;58828
202007;W96-3;4;3386;10961
202007;W96-3;70;24768;59524
202007;W96-3;81;2174;6135
202007;W96-3;71;704;13804
202007;W96-3;76;2678;48361
202007;W96-3;83;3753;4441
202007;W96-3;84;10118;35884
202007;W96-3;60;14471;38237
202007;W96-3;61;9074;25288
202007;W96-3;86;6002;24620
202007;W96-3;87;3910;17512
202007;W96-4;1;86689;246700
202007;W96-4;2;71682;175942
202007;W96-4;3;36330;97648
202007;W96-4;4;9161;45330
202007;W96-4;70;33747;106855
202007;W96-4;81;5754;13800
202007;W96-4;73;1548;8735
202007;W96-4;71;1717;37472
202007;W96-4;76;2710;26531
202007;W96-4;83;9370;10273
202007;W96-4;84;12486;36455
202007;W96-4;60;10726;36550
202007;W96-4;61;4561;21126
202007;W96-4;86;13385;65117
202007;W96-4;87;6224;38009
202007;W96-5;1;236115;915842
202007;W96-5;2;162004;524238
202007;W96-5;3;45476;109400
202007;W96-5;4;67325;390772
202007;W96-5;70;45638;179953
202007;W96-5;81;6142;14798
202007;W96-5;73;9121;55964
202007;W96-5;71;772;17548
202007;W96-5;76;1262;25134
202007;W96-5;83;7267;17950
202007;W96-5;84;9036;32741
202007;W96-5;60;15703;69674
202007;W96-5;61;10052;56905
202007;W96-5;86;53768;333332
202007;W96-5;87;21296;150033
202007;W96-6;1;147901;455915
202007;W96-6;2;127092;370552
202007;W96-6;3;24678;60013
202007;W96-6;4;35404;179662
202007;W96-6;70;41926;131104
202007;W96-6;81;9412;23626
202007;W96-6;73;950;5045
202007;W96-6;71;678;16300
202007;W96-6;76;1722;26841
202007;W96-6;83;13862;17568
202007;W96-6;84;8825;34809
202007;W96-6;60;17722;59739
202007;W96-6;61;15141;54859
202007;W96-6;86;24551;137926
202007;W96-6;87;7823;45951
202007;W96-7;1;367738;1523789
202007;W96-7;2;191095;680925
202007;W96-7;3;101651;336119
202007;W96-7;4;89584;547718
202007;W96-7;70;103673;438859
202007;W96-7;81;2311;5574
202007;W96-7;73;2258;10509
202007;W96-7;71;174;3093
202007;W96-7;76;227;3489
202007;W96-7;83;77195;101406
202007;W96-7;84;10852;40742
202007;W96-7;60;25194;115000
202007;W96-7;61;9785;55944
202007;W96-7;86;112032;784486
202007;W96-7;87;22964;175066
202007;W96-8;1;74990;238441
202007;W96-8;2;44353;147766
202007;W96-8;3;16308;47152
202007;W96-8;4;16957;104165
202007;W96-8;70;26005;92182
202007;W96-8;81;4547;11526
202007;W96-8;73;1347;5029
202007;W96-8;76;80;180
202007;W96-8;83;17091;17153
202007;W96-8;84;5181;18448
202007;W96-8;60;5015;23519
202007;W96-8;61;842;3972
202007;W96-8;86;27742;180967
202007;W96-8;87;4010;28432
202007;W96-9;1;97021;213211
202007;W96-9;2;58085;128676
202007;W96-9;3;18332;37690
202007;W96-9;4;8825;31680
202007;W96-9;70;3216;9386
202007;W96-9;81;6940;13374
202007;W96-9;60;1055;4315
202007;W96-9;86;5273;23219
202008;W96-1;1;57327;169539
202008;W96-1;2;40753;103947
202008;W96-1;3;11010;27496
202008;W96-1;4;3243;11997
202008;W96-1;70;31478;102830
202008;W96-1;81;1088;2500
202008;W96-1;73;30;64
202008;W96-1;71;335;10157
202008;W96-1;76;1603;20945
202008;W96-1;84;2371;5792
202008;W96-1;60;9922;30587
202008;W96-1;61;4053;14421
202008;W96-1;86;8963;39999
202008;W96-1;87;1190;6397
202008;W96-2;1;156758;647532
202008;W96-2;2;141202;509815
202008;W96-2;3;35778;124779
202008;W96-2;4;54668;353433
202008;W96-2;70;113635;788293
202008;W96-2;81;6870;20385
202008;W96-2;73;739;7637
202008;W96-2;71;933;19626
202008;W96-2;76;1123;17045
202008;W96-2;83;9290;11126
202008;W96-2;84;11301;58473
202008;W96-2;60;13870;64545
202008;W96-2;61;4044;24925
202008;W96-2;86;43617;299390
202008;W96-2;87;9163;72121
202008;W96-3;1;87576;205753
202008;W96-3;2;86854;176417
202008;W96-3;3;29871;66510
202008;W96-3;4;4894;14139
202008;W96-3;70;26225;69598
202008;W96-3;81;2484;7930
202008;W96-3;71;813;19599
202008;W96-3;76;2573;46276
202008;W96-3;83;4674;5602
202008;W96-3;84;14916;45589
202008;W96-3;60;16544;42865
202008;W96-3;61;9207;27266
202008;W96-3;86;7278;29668
202008;W96-3;87;4082;19032
202008;W96-4;1;98074;280121
202008;W96-4;2;79857;198578
202008;W96-4;3;39587;103313
202008;W96-4;4;11812;56411
202008;W96-4;70;36503;118667
202008;W96-4;81;7005;17781
202008;W96-4;73;2252;13952
202008;W96-4;71;1657;44467
202008;W96-4;76;3189;28367
202008;W96-4;83;11283;12424
202008;W96-4;84;14652;40066
202008;W96-4;60;11854;40361
202008;W96-4;61;5330;22589
202008;W96-4;86;14964;72431
202008;W96-4;87;6629;40236
202008;W96-5;1;290629;1101397
202008;W96-5;2;189401;627692
202008;W96-5;3;49557;129367
202008;W96-5;4;81192;469052
202008;W96-5;70;48066;192183
202008;W96-5;81;7447;20139
202008;W96-5;73;10325;58581
202008;W96-5;71;958;21344
202008;W96-5;76;1157;24567
202008;W96-5;83;9031;22209
202008;W96-5;84;11954;44079
202008;W96-5;60;18113;81067
202008;W96-5;61;11742;66342
202008;W96-5;86;61241;372979
202008;W96-5;87;25337;170297
202008;W96-6;1;176531;542402
202008;W96-6;2;148412;438869
202008;W96-6;3;26235;70611
202008;W96-6;4;42949;212192
202008;W96-6;70;45426;149235
202008;W96-6;81;10413;27617
202008;W96-6;73;1516;6322
202008;W96-6;71;658;16725
202008;W96-6;76;1941;28835
202008;W96-6;83;17142;21097
202008;W96-6;84;9866;36758
202008;W96-6;60;21759;72262
202008;W96-6;61;17207;66407
202008;W96-6;86;28724;158215
202008;W96-6;87;9138;53885
202008;W96-7;1;442073;1804376
202008;W96-7;2;232367;832544
202008;W96-7;3;121265;409900
202008;W96-7;4;103844;631865
202008;W96-7;70;109251;481551
202008;W96-7;81;3743;8646
202008;W96-7;73;2094;9440
202008;W96-7;71;168;3090
202008;W96-7;76;352;3573
202008;W96-7;83;86468;113620
202008;W96-7;84;13530;50316
202008;W96-7;60;29879;137317
202008;W96-7;61;11972;65859
202008;W96-7;86;128389;892075
202008;W96-7;87;26162;192164
202008;W96-8;1;83245;280787
202008;W96-8;2;50859;174196
202008;W96-8;3;19540;57077
202008;W96-8;4;19176;116240
202008;W96-8;70;30799;111790
202008;W96-8;81;4664;11972
202008;W96-8;73;1172;5315
202008;W96-8;76;142;430
202008;W96-8;83;21040;22027
202008;W96-8;84;6826;29249
202008;W96-8;60;5969;28564
202008;W96-8;61;866;4398
202008;W96-8;86;32769;211280
202008;W96-8;87;4769;32267
202008;W96-9;1;116472;262359
202008;W96-9;2;63455;141620
202008;W96-9;3;15876;33170
202008;W96-9;4;9717;37019
202008;W96-9;70;3623;11106
202008;W96-9;81;10863;22309
202008;W96-9;60;1168;4891
202008;W96-9;86;5724;25474
202009;W96-1;1;42937;120553
202009;W96-1;2;28007;71075
202009;W96-1;3;7281;17386
202009;W96-1;4;1886;6990
202009;W96-1;70;18219;65191
202009;W96-1;81;389;629
202009;W96-1;73;2;9
202009;W96-1;71;412;9895
202009;W96-1;76;1773;23690
202009;W96-1;84;1217;2692
202009;W96-1;60;6307;17990
202009;W96-1;61;3052;9673
202009;W96-1;86;4856;20560
202009;W96-1;87;635;3422
202009;W96-2;1;101885;384585
202009;W96-2;2;69612;218768
202009;W96-2;3;15855;50918
202009;W96-2;4;21825;133705
202009;W96-2;70;40748;300306
202009;W96-2;81;3070;7552
202009;W96-2;73;55;213
202009;W96-2;71;1062;19136
202009;W96-2;76;891;14742
202009;W96-2;83;4472;4829
202009;W96-2;84;4533;23607
202009;W96-2;60;5529;25520
202009;W96-2;61;1550;8875
202009;W96-2;86;13439;98010
202009;W96-2;87;2743;23545
202009;W96-3;1;78950;179026
202009;W96-3;2;68117;140570
202009;W96-3;3;22268;52434
202009;W96-3;4;2716;8184
202009;W96-3;70;11793;33923
202009;W96-3;81;1634;3446
202009;W96-3;71;1023;20297
202009;W96-3;76;2622;48085
202009;W96-3;83;2769;3254
202009;W96-3;84;11131;27494
202009;W96-3;60;12628;33426
202009;W96-3;61;6995;19320
202009;W96-3;86;4511;17007
202009;W96-3;87;2634;9911
202009;W96-4;1;82615;212268
202009;W96-4;2;62556;138279
202009;W96-4;3;24368;63634
202009;W96-4;4;6253;29622
202009;W96-4;70;14628;45713
202009;W96-4;81;3351;6432
202009;W96-4;73;1305;5058
202009;W96-4;71;1947;42449
202009;W96-4;76;2488;26152
202009;W96-4;83;6732;7240
202009;W96-4;84;8945;22703
202009;W96-4;60;6712;22739
202009;W96-4;61;2623;11484
202009;W96-4;86;7094;33339
202009;W96-4;87;2918;14825
202009;W96-5;1;195602;682857
202009;W96-5;2;105357;321534
202009;W96-5;3;25878;63185
202009;W96-5;4;31029;168758
202009;W96-5;70;22468;84776
202009;W96-5;81;3624;7624
202009;W96-5;73;3919;14566
202009;W96-5;71;884;19172
202009;W96-5;76;1438;24928
202009;W96-5;83;4519;11094
202009;W96-5;84;5033;18293
202009;W96-5;60;8712;39617
202009;W96-5;61;4312;26165
202009;W96-5;86;20980;130841
202009;W96-5;87;8239;55819
202009;W96-6;1;141141;410266
202009;W96-6;2;102928;278145
202009;W96-6;3;18743;42332
202009;W96-6;4;22180;88566
202009;W96-6;70;23176;73671
202009;W96-6;81;5926;12888
202009;W96-6;73;595;2364
202009;W96-6;71;745;18119
202009;W96-6;76;1675;28105
202009;W96-6;83;9770;11142
202009;W96-6;84;7589;26532
202009;W96-6;60;15066;49159
202009;W96-6;61;12910;42332
202009;W96-6;86;14653;73552
202009;W96-6;87;4565;22498
202009;W96-7;1;309454;1218765
202009;W96-7;2;144776;496917
202009;W96-7;3;72123;226293
202009;W96-7;4;48867;268943
202009;W96-7;70;57995;204129
202009;W96-7;81;1390;3244
202009;W96-7;73;866;2688
202009;W96-7;71;188;2991
202009;W96-7;76;194;3157
202009;W96-7;83;46776;62471
202009;W96-7;84;7408;25134
202009;W96-7;60;15931;72661
202009;W96-7;61;6052;33219
202009;W96-7;86;51456;357776
202009;W96-7;87;10629;78658
202009;W96-8;1;66981;206569
202009;W96-8;2;36510;122586
202009;W96-8;3;12941;36695
202009;W96-8;4;10431;60254
202009;W96-8;70;16714;56331
202009;W96-8;81;2662;6538
202009;W96-8;73;320;889
202009;W96-8;76;55;138
202009;W96-8;83;12951;13254
202009;W96-8;84;4054;12256
202009;W96-8;60;3475;16093
202009;W96-8;61;517;2086
202009;W96-8;86;15425;97131
202009;W96-8;87;2205;14647
202009;W96-9;1;83024;177114
202009;W96-9;2;48235;107960
202009;W96-9;3;11423;25791
202009;W96-9;4;7297;30403
202009;W96-9;70;1221;4491
202009;W96-9;81;5942;13141
202009;W96-9;60;811;3526
202009;W96-9;86;3634;19220
202010;W96-1;1;37501;93237
202010;W96-1;2;15614;33823
202010;W96-1;3;3364;7164
202010;W96-1;4;995;2992
202010;W96-1;70;4534;12072
202010;W96-1;81;246;489
202010;W96-1;73;12;45
202010;W96-1;71;297;9645
202010;W96-1;76;1758;24295
202010;W96-1;84;446;940
202010;W96-1;60;2820;6280
202010;W96-1;61;1301;3261
202010;W96-1;86;2190;7948
202010;W96-1;87;400;1362
202010;W96-2;1;60308;201729
202010;W96-2;2;20725;54448
202010;W96-2;3;4602;15838
202010;W96-2;4;7034;34489
202010;W96-2;70;3936;20609
202010;W96-2;81;1260;2967
202010;W96-2;73;27;85
202010;W96-2;71;943;20214
202010;W96-2;76;756;15005
202010;W96-2;83;147;267
202010;W96-2;84;1222;7587
202010;W96-2;60;1898;9075
202010;W96-2;61;566;2916
202010;W96-2;86;4343;28843
202010;W96-2;87;1350;8922
202010;W96-3;1;58805;137139
202010;W96-3;2;44258;93438
202010;W96-3;3;14370;37397
202010;W96-3;4;2006;6417
202010;W96-3;70;3906;11282
202010;W96-3;81;817;1729
202010;W96-3;71;893;20901
202010;W96-3;76;2364;47740
202010;W96-3;83;1244;1339
202010;W96-3;84;5932;19565
202010;W96-3;60;7412;20426
202010;W96-3;61;4886;12868
202010;W96-3;86;2607;10638
202010;W96-3;87;1862;6550
202010;W96-4;1;62818;157869
202010;W96-4;2;38120;83668
202010;W96-4;3;13192;37991
202010;W96-4;4;4364;18713
202010;W96-4;70;1951;6280
202010;W96-4;81;1851;3546
202010;W96-4;73;723;2621
202010;W96-4;71;1687;45452
202010;W96-4;76;1970;23611
202010;W96-4;83;1444;1482
202010;W96-4;84;5741;15441
202010;W96-4;60;3370;12666
202010;W96-4;61;1543;6612
202010;W96-4;86;3112;13010
202010;W96-4;87;1812;7755
202010;W96-5;1;118416;372776
202010;W96-5;2;37394;105036
202010;W96-5;3;10422;26359
202010;W96-5;4;16733;84781
202010;W96-5;70;4952;19920
202010;W96-5;81;2004;5453
202010;W96-5;73;2729;11934
202010;W96-5;71;870;19825
202010;W96-5;76;1171;25723
202010;W96-5;83;242;991
202010;W96-5;84;2333;7717
202010;W96-5;60;3134;16011
202010;W96-5;61;1726;10593
202010;W96-5;86;10207;59374
202010;W96-5;87;4082;24818
202010;W96-6;1;119392;321213
202010;W96-6;2;62451;158904
202010;W96-6;3;13331;29467
202010;W96-6;4;15967;55106
202010;W96-6;70;5501;22168
202010;W96-6;81;4360;10673
202010;W96-6;73;755;1858
202010;W96-6;71;673;16917
202010;W96-6;76;1637;27433
202010;W96-6;83;1797;2279
202010;W96-6;84;4965;20124
202010;W96-6;60;10162;33028
202010;W96-6;61;11564;32642
202010;W96-6;86;9919;44197
202010;W96-6;87;3948;15565
202010;W96-7;1;126299;432517
202010;W96-7;2;33389;100562
202010;W96-7;3;13862;46743
202010;W96-7;4;13606;65056
202010;W96-7;70;5625;18516
202010;W96-7;81;294;1289
202010;W96-7;73;170;308
202010;W96-7;71;176;3070
202010;W96-7;76;89;2007
202010;W96-7;83;1344;1935
202010;W96-7;84;1705;4574
202010;W96-7;60;3065;15379
202010;W96-7;61;1177;6720
202010;W96-7;86;12791;87445
202010;W96-7;87;2496;17861
202010;W96-8;1;39181;108467
202010;W96-8;2;10333;30471
202010;W96-8;3;3519;10281
202010;W96-8;4;4119;21724
202010;W96-8;70;2154;7194
202010;W96-8;81;750;2192
202010;W96-8;73;145;427
202010;W96-8;76;21;21
202010;W96-8;83;29;29
202010;W96-8;84;2224;8913
202010;W96-8;60;820;3885
202010;W96-8;61;141;564
202010;W96-8;86;4287;25810
202010;W96-8;87;586;3520
202010;W96-9;1;56476;115680
202010;W96-9;2;31541;67776
202010;W96-9;3;6858;16209
202010;W96-9;4;5672;24929
202010;W96-9;70;124;419
202010;W96-9;81;2561;5600
202010;W96-9;60;562;3027
202010;W96-9;86;1832;13006
202011;W96-1;1;1297;4818
202011;W96-1;2;2234;7214
202011;W96-1;3;461;1423
202011;W96-1;4;88;383
202011;W96-1;70;105;219
202011;W96-1;81;44;136
202011;W96-1;73;1;16
202011;W96-1;71;288;7969
202011;W96-1;76;1139;20060
202011;W96-1;84;61;104
202011;W96-1;60;331;1335
202011;W96-1;61;119;307
202011;W96-1;86;336;1689
202011;W96-1;87;41;363
202011;W96-2;1;5251;27430
202011;W96-2;2;5475;16975
202011;W96-2;3;1585;8133
202011;W96-2;4;388;3336
202011;W96-2;70;48;1143
202011;W96-2;81;210;596
202011;W96-2;73;6;23
202011;W96-2;71;802;17852
202011;W96-2;76;636;11820
202011;W96-2;84;159;2308
202011;W96-2;60;515;4205
202011;W96-2;61;99;895
202011;W96-2;86;574;7760
202011;W96-2;87;140;1745
202011;W96-3;1;13152;44888
202011;W96-3;2;15615;40042
202011;W96-3;3;5811;19852
202011;W96-3;4;504;4389
202011;W96-3;70;136;570
202011;W96-3;81;164;679
202011;W96-3;71;852;19923
202011;W96-3;76;2092;43699
202011;W96-3;84;1769;9246
202011;W96-3;60;2258;10445
202011;W96-3;61;945;4116
202011;W96-3;86;720;4213
202011;W96-3;87;326;1634
202011;W96-4;1;8042;27045
202011;W96-4;2;8280;23523
202011;W96-4;3;5259;19261
