C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
202202;W96-3;87;903;3692
202202;W96-4;1;54759;138687
202202;W96-4;2;31637;73876
202202;W96-4;3;10880;34478
202202;W96-4;4;5371;26601
202202;W96-4;70;159;689
202202;W96-4;81;1066;2931
202202;W96-4;73;1226;3309
202202;W96-4;71;1896;46204
202202;W96-4;76;1271;13045
202202;W96-4;83;568;1319
202202;W96-4;84;5393;18772
202202;W96-4;60;2797;11905
202202;W96-4;61;1120;4799
202202;W96-4;86;4682;19069
202202;W96-4;87;1880;8191
202202;W96-5;1;246269;1041985
202202;W96-5;2;156510;654256
202202;W96-5;3;32146;119542
202202;W96-5;4;124226;681929
202202;W96-5;70;4135;20278
202202;W96-5;81;3047;10109
202202;W96-5;73;17997;65905
202202;W96-5;71;860;20016
202202;W96-5;76;1209;21374
202202;W96-5;83;2167;6757
202202;W96-5;84;4347;18144
202202;W96-5;60;17646;85160
202202;W96-5;61;9210;46116
202202;W96-5;86;90247;507154
202202;W96-5;87;27315;150613
202202;W96-6;1;104746;316697
202202;W96-6;2;71471;248700
202202;W96-6;3;16095;48969
202202;W96-6;4;46224;243394
202202;W96-6;70;1037;3757
202202;W96-6;81;3438;9143
202202;W96-6;73;662;2576
202202;W96-6;71;602;15357
202202;W96-6;76;1685;28718
202202;W96-6;83;1464;5015
202202;W96-6;84;4331;24405
202202;W96-6;60;8318;34142
202202;W96-6;61;4206;18831
202202;W96-6;86;26647;136778
202202;W96-6;87;5433;27500
202202;W96-7;1;422581;1841490
202202;W96-7;2;198664;844773
202202;W96-7;3;113716;479919
202202;W96-7;4;163154;890637
202202;W96-7;70;18223;76055
202202;W96-7;81;3093;11725
202202;W96-7;73;2721;10349
202202;W96-7;71;168;2759
202202;W96-7;76;291;2015
202202;W96-7;83;6096;13577
202202;W96-7;84;5976;22036
202202;W96-7;60;31997;151154
202202;W96-7;61;11067;53539
202202;W96-7;86;194024;1093697
202202;W96-7;87;31827;180716
202202;W96-8;1;94287;369292
202202;W96-8;2;50874;195129
202202;W96-8;3;15369;53013
202202;W96-8;4;29841;160007
202202;W96-8;70;3708;15273
202202;W96-8;81;1567;4353
202202;W96-8;73;542;1853
202202;W96-8;76;91;322
202202;W96-8;83;3054;4691
202202;W96-8;84;6778;25365
202202;W96-8;60;6745;31757
202202;W96-8;61;902;4514
202202;W96-8;86;40476;220076
202202;W96-8;87;5123;26760
202202;W96-9;1;95721;196516
202202;W96-9;2;49432;108385
202202;W96-9;3;14049;28997
202202;W96-9;4;9572;39255
202202;W96-9;70;34;177
202202;W96-9;81;5654;11852
202202;W96-9;60;1242;4563
202202;W96-9;86;5913;24056
202203;W96-1;1;32764;78661
202203;W96-1;2;7224;16188
202203;W96-1;3;3096;6326
202203;W96-1;4;637;1499
202203;W96-1;70;86;132
202203;W96-1;81;187;240
202203;W96-1;71;439;10345
202203;W96-1;76;1129;17290
202203;W96-1;84;105;392
202203;W96-1;60;1249;2941
202203;W96-1;61;438;854
202203;W96-1;86;764;3039
202203;W96-1;87;106;457
202203;W96-2;1;51667;196915
202203;W96-2;2;27980;105073
202203;W96-2;3;5355;16955
202203;W96-2;4;12672;83851
202203;W96-2;70;838;3206
202203;W96-2;81;1736;8671
202203;W96-2;73;1947;12054
202203;W96-2;71;1126;17875
202203;W96-2;76;721;12396
202203;W96-2;83;95;474
202203;W96-2;84;1191;5814
202203;W96-2;60;1751;9959
202203;W96-2;61;358;1944
202203;W96-2;86;9430;65326
202203;W96-2;87;1703;12074
202203;W96-3;1;62380;137095
202203;W96-3;2;39763;88504
202203;W96-3;3;13666;36328
202203;W96-3;4;2106;7140
202203;W96-3;70;336;945
202203;W96-3;81;934;2095
202203;W96-3;71;1337;23049
202203;W96-3;76;2992;47703
202203;W96-3;83;148;225
202203;W96-3;84;6195;18022
202203;W96-3;60;5290;16960
202203;W96-3;61;2183;7303
202203;W96-3;86;2227;9268
202203;W96-3;87;979;4098
202203;W96-4;1;64574;157824
202203;W96-4;2;41878;92688
202203;W96-4;3;12579;38946
202203;W96-4;4;4559;23750
202203;W96-4;70;690;1783
202203;W96-4;81;3376;8242
202203;W96-4;73;1957;7702
202203;W96-4;71;2599;51121
202203;W96-4;76;1374;14563
202203;W96-4;83;1606;2668
202203;W96-4;84;6667;25268
202203;W96-4;60;2948;13630
202203;W96-4;61;1193;5319
202203;W96-4;86;3667;16530
202203;W96-4;87;1090;6056
202203;W96-5;1;217694;912287
202203;W96-5;2;131764;559599
202203;W96-5;3;26066;102189
202203;W96-5;4;80592;530922
202203;W96-5;70;3311;19588
202203;W96-5;81;2540;11713
202203;W96-5;73;28785;152314
202203;W96-5;71;1326;23125
202203;W96-5;76;1418;21841
202203;W96-5;83;2140;7571
202203;W96-5;84;4312;20198
202203;W96-5;60;11061;63798
202203;W96-5;61;4915;31145
202203;W96-5;86;47207;342707
202203;W96-5;87;12520;93020
202203;W96-6;1;112011;318477
202203;W96-6;2;64554;216628
202203;W96-6;3;15434;44985
202203;W96-6;4;32470;172297
202203;W96-6;70;1922;7081
202203;W96-6;81;3487;9555
202203;W96-6;73;860;2766
202203;W96-6;71;739;17639
202203;W96-6;76;1779;30434
202203;W96-6;83;1015;3364
202203;W96-6;84;3202;20367
202203;W96-6;60;6675;30070
202203;W96-6;61;3441;14046
202203;W96-6;86;14928;86498
202203;W96-6;87;3036;16668
202203;W96-7;1;379864;1749883
202203;W96-7;2;169703;769208
202203;W96-7;3;96545;443303
202203;W96-7;4;123692;769023
202203;W96-7;70;15093;69737
202203;W96-7;81;4010;21389
202203;W96-7;73;2761;13787
202203;W96-7;71;344;6130
202203;W96-7;76;207;1771
202203;W96-7;83;11925;21778
202203;W96-7;84;6110;23558
202203;W96-7;60;23696;127160
202203;W96-7;61;6996;40523
202203;W96-7;86;116918;829144
202203;W96-7;87;16838;125590
202203;W96-8;1;87637;353475
202203;W96-8;2;43226;176795
202203;W96-8;3;12995;48329
202203;W96-8;4;20865;135867
202203;W96-8;70;3179;14428
202203;W96-8;81;2567;6772
202203;W96-8;73;1323;5079
202203;W96-8;76;65;223
202203;W96-8;83;3439;4899
202203;W96-8;84;7422;32379
202203;W96-8;60;5065;27490
202203;W96-8;61;642;3637
202203;W96-8;86;24449;169363
202203;W96-8;87;2737;18807
202203;W96-9;1;156828;347654
202203;W96-9;2;78170;177672
202203;W96-9;3;22107;46644
202203;W96-9;4;15652;63981
202203;W96-9;70;159;552
202203;W96-9;81;12140;29557
202203;W96-9;60;1667;6159
202203;W96-9;86;6888;30392
202204;W96-1;1;40545;100906
202204;W96-1;2;15820;35264
202204;W96-1;3;4697;8642
202204;W96-1;4;2011;4949
202204;W96-1;70;7830;24358
202204;W96-1;81;213;234
202204;W96-1;71;404;9666
202204;W96-1;76;1047;19185
202204;W96-1;84;516;1455
202204;W96-1;60;3047;7452
202204;W96-1;61;1442;3666
202204;W96-1;86;2940;9738
202204;W96-1;87;477;1727
202204;W96-2;1;43880;124377
202204;W96-2;2;23521;57078
202204;W96-2;3;6456;16233
202204;W96-2;4;5941;25101
202204;W96-2;70;7716;22592
202204;W96-2;81;1815;4842
202204;W96-2;73;667;3893
202204;W96-2;71;967;19182
202204;W96-2;76;713;12689
202204;W96-2;83;96;518
202204;W96-2;84;1587;5996
202204;W96-2;60;1912;8136
202204;W96-2;61;550;2209
202204;W96-2;86;4910;25856
202204;W96-2;87;1079;6051
202204;W96-3;1;78990;168979
202204;W96-3;2;52163;106479
202204;W96-3;3;14829;35430
202204;W96-3;4;2641;8464
202204;W96-3;70;4056;9990
202204;W96-3;81;1639;3634
202204;W96-3;71;1130;22454
202204;W96-3;76;2694;47422
202204;W96-3;83;374;381
202204;W96-3;84;6749;19533
202204;W96-3;60;6654;19037
202204;W96-3;61;4026;10880
202204;W96-3;86;3304;10743
202204;W96-3;87;1597;5670
202204;W96-4;1;82852;188439
202204;W96-4;2;51674;104150
202204;W96-4;3;16331;40363
202204;W96-4;4;5384;21625
202204;W96-4;70;4215;9826
202204;W96-4;81;4577;9203
202204;W96-4;73;920;3184
202204;W96-4;71;2156;53751
202204;W96-4;76;1542;15846
202204;W96-4;83;611;664
202204;W96-4;84;7722;22638
202204;W96-4;60;4252;13804
202204;W96-4;61;1710;6370
202204;W96-4;86;4604;16595
202204;W96-4;87;1904;8185
202204;W96-5;1;150383;465270
202204;W96-5;2;77669;222499
202204;W96-5;3;24539;63878
202204;W96-5;4;37779;188083
202204;W96-5;70;6794;24626
202204;W96-5;81;2230;7946
202204;W96-5;73;15179;80246
202204;W96-5;71;890;23056
202204;W96-5;76;1307;23764
202204;W96-5;83;872;3834
202204;W96-5;84;2433;10124
202204;W96-5;60;5013;23029
202204;W96-5;61;2313;13091
202204;W96-5;86;20550;111504
202204;W96-5;87;6710;36355
202204;W96-6;1;113673;285509
202204;W96-6;2;58510;142451
202204;W96-6;3;13230;31337
202204;W96-6;4;15461;60145
202204;W96-6;70;4294;13588
202204;W96-6;81;4484;10638
202204;W96-6;73;690;2302
202204;W96-6;71;582;14930
202204;W96-6;76;1752;29447
202204;W96-6;83;332;914
202204;W96-6;84;5076;23158
202204;W96-6;60;5902;21433
202204;W96-6;61;4631;14113
202204;W96-6;86;7518;34594
202204;W96-6;87;2438;10629
202204;W96-7;1;252652;981904
202204;W96-7;2;100080;361485
202204;W96-7;3;51445;192578
202204;W96-7;4;71142;359433
202204;W96-7;70;22803;77880
202204;W96-7;81;2657;8738
202204;W96-7;73;1736;7631
202204;W96-7;71;167;2991
202204;W96-7;76;113;1240
202204;W96-7;83;9378;14900
202204;W96-7;84;4318;14972
202204;W96-7;60;11685;52407
202204;W96-7;61;3418;17132
202204;W96-7;86;68829;378351
202204;W96-7;87;10997;61318
202204;W96-8;1;55552;173282
202204;W96-8;2;24105;70934
202204;W96-8;3;7566;21727
202204;W96-8;4;9367;48745
202204;W96-8;70;5259;20587
202204;W96-8;81;2538;5645
202204;W96-8;73;918;3199
202204;W96-8;76;108;290
202204;W96-8;83;1600;2922
202204;W96-8;84;4125;14739
202204;W96-8;60;2358;10538
202204;W96-8;61;356;1692
202204;W96-8;86;13454;71120
202204;W96-8;87;2192;10309
202204;W96-9;1;217244;509976
202204;W96-9;2;122197;288471
202204;W96-9;3;32368;73937
202204;W96-9;4;20034;77966
202204;W96-9;70;1742;5031
202204;W96-9;81;20026;50532
202204;W96-9;60;2186;7989
202204;W96-9;86;10020;40617
202205;W96-1;1;41298;101354
202205;W96-1;2;24589;58230
202205;W96-1;3;6383;13741
202205;W96-1;4;2081;5212
202205;W96-1;70;14255;43638
202205;W96-1;81;149;180
202205;W96-1;73;243;708
202205;W96-1;71;468;11490
202205;W96-1;76;1145;19741
202205;W96-1;84;1085;2824
202205;W96-1;60;4479;11593
202205;W96-1;61;2194;6425
202205;W96-1;86;3624;12741
202205;W96-1;87;558;2190
202205;W96-2;1;81359;225592
202205;W96-2;2;61106;142461
202205;W96-2;3;14948;35121
202205;W96-2;4;18369;70603
202205;W96-2;70;32632;185057
202205;W96-2;81;5071;12603
202205;W96-2;73;633;1980
202205;W96-2;71;1119;22162
202205;W96-2;76;986;15167
202205;W96-2;83;55;86
202205;W96-2;84;4543;15219
202205;W96-2;60;4349;14892
202205;W96-2;61;1054;4150
202205;W96-2;86;9896;46050
202205;W96-2;87;1650;7694
202205;W96-3;1;98537;203333
202205;W96-3;2;72696;146818
202205;W96-3;3;21056;47173
202205;W96-3;4;3498;10091
202205;W96-3;70;11180;27613
202205;W96-3;81;3865;8239
202205;W96-3;71;1306;25119
202205;W96-3;76;3024;53206
202205;W96-3;83;2291;2796
202205;W96-3;84;11219;29496
202205;W96-3;60;9759;26728
202205;W96-3;61;5498;14363
202205;W96-3;86;3888;13459
202205;W96-3;87;2221;7751
202205;W96-4;1;98332;219752
202205;W96-4;2;74319;144802
202205;W96-4;3;22791;56583
202205;W96-4;4;7285;28486
202205;W96-4;70;12819;28846
202205;W96-4;81;7556;14700
202205;W96-4;73;2637;7174
202205;W96-4;71;2544;60550
202205;W96-4;76;1828;17886
202205;W96-4;83;1783;2499
202205;W96-4;84;10155;23829
202205;W96-4;60;5363;17408
202205;W96-4;61;2816;8870
202205;W96-4;86;6000;21566
202205;W96-4;87;2744;10093
202205;W96-5;1;159284;379151
202205;W96-5;2;92105;203903
202205;W96-5;3;26505;54624
202205;W96-5;4;26773;103690
202205;W96-5;70;14154;41069
202205;W96-5;81;3446;9077
202205;W96-5;73;17684;57728
202205;W96-5;71;1247;25983
202205;W96-5;76;1495;26531
202205;W96-5;83;598;1887
202205;W96-5;84;3300;10157
202205;W96-5;60;6770;23821
202205;W96-5;61;2478;11695
202205;W96-5;86;14579;66117
202205;W96-5;87;5821;25763
202205;W96-6;1;131479;318153
202205;W96-6;2;84420;195251
202205;W96-6;3;15844;34698
202205;W96-6;4;16217;52464
202205;W96-6;70;12641;39330
202205;W96-6;81;7649;19043
202205;W96-6;73;2010;5274
202205;W96-6;71;696;19645
202205;W96-6;76;2186;33485
202205;W96-6;83;1406;1716
202205;W96-6;84;4954;21436
202205;W96-6;60;8596;28651
202205;W96-6;61;7274;20470
202205;W96-6;86;9622;38714
202205;W96-6;87;3173;11416
202205;W96-7;1;203065;585434
202205;W96-7;2;91344;234748
202205;W96-7;3;42329;107672
202205;W96-7;4;33869;120777
202205;W96-7;70;34101;94037
202205;W96-7;81;2417;4949
202205;W96-7;73;2131;4940
202205;W96-7;71;177;3093
202205;W96-7;76;120;1455
202205;W96-7;83;6101;7533
202205;W96-7;84;6448;16243
202205;W96-7;60;7981;28924
202205;W96-7;61;3191;13598
202205;W96-7;86;34889;164341
202205;W96-7;87;7222;37338
202205;W96-8;1;48468;112070
202205;W96-8;2;27073;62048
202205;W96-8;3;9404;20854
202205;W96-8;4;7350;27081
202205;W96-8;70;8965;27052
202205;W96-8;81;2254;4268
202205;W96-8;73;1155;3416
202205;W96-8;76;199;383
202205;W96-8;83;346;662
202205;W96-8;84;6053;15885
202205;W96-8;60;1690;6613
202205;W96-8;61;300;1034
202205;W96-8;86;10022;41603
202205;W96-8;87;2158;8300
202205;W96-9;1;267270;612467
202205;W96-9;2;138757;325915
202205;W96-9;3;34618;76776
202205;W96-9;4;22984;84929
202205;W96-9;70;2588;7454
202205;W96-9;81;25072;59681
202205;W96-9;60;2390;7796
202205;W96-9;86;10261;41052
202206;W96-1;1;40779;104824
202206;W96-1;2;27443;66465
202206;W96-1;3;7209;17370
202206;W96-1;4;3099;8245
202206;W96-1;70;20905;62159
202206;W96-1;81;194;435
202206;W96-1;73;194;842
202206;W96-1;71;434;9597
202206;W96-1;76;1235;20199
202206;W96-1;84;1264;3135
202206;W96-1;60;5285;15202
202206;W96-1;61;2764;8181
202206;W96-1;86;4909;20234
202206;W96-1;87;846;3339
202206;W96-2;1;122759;420397
202206;W96-2;2;99815;274551
202206;W96-2;3;26149;65031
202206;W96-2;4;32889;157843
202206;W96-2;70;80678;434489
202206;W96-2;81;6650;18711
202206;W96-2;73;1463;5299
202206;W96-2;71;1199;22058
202206;W96-2;76;1162;16334
202206;W96-2;83;2254;2342
202206;W96-2;84;7972;30154
202206;W96-2;60;7349;26803
202206;W96-2;61;1884;8965
202206;W96-2;86;18302;104438
202206;W96-2;87;4115;23508
202206;W96-3;1;108762;212242
202206;W96-3;2;85884;166893
202206;W96-3;3;24951;57818
202206;W96-3;4;5606;14486
202206;W96-3;70;16410;42251
202206;W96-3;81;5440;10646
202206;W96-3;71;1384;24073
202206;W96-3;76;2974;51504
202206;W96-3;83;3481;3920
202206;W96-3;84;13395;29584
202206;W96-3;60;11245;31040
202206;W96-3;61;6170;16248
202206;W96-3;86;5341;18131
202206;W96-3;87;2413;7864
202206;W96-4;1;109565;251838
202206;W96-4;2;88059;182528
202206;W96-4;3;30642;73328
202206;W96-4;4;9874;39494
202206;W96-4;70;23580;62661
202206;W96-4;81;8529;16889
202206;W96-4;73;3250;10151
202206;W96-4;71;2314;52949
202206;W96-4;76;1962;17724
202206;W96-4;83;7253;7814
202206;W96-4;84;13609;33095
202206;W96-4;60;7741;25138
202206;W96-4;61;4013;13426
202206;W96-4;86;9743;38225
202206;W96-4;87;4028;18096
202206;W96-5;1;245977;749977
202206;W96-5;2;155166;402157
202206;W96-5;3;48539;102607
202206;W96-5;4;52767;227832
202206;W96-5;70;32697;112182
202206;W96-5;81;6761;19146
202206;W96-5;73;21323;85830
202206;W96-5;71;1100;25458
202206;W96-5;76;1446;25751
202206;W96-5;83;2916;8258
202206;W96-5;84;4806;17028
202206;W96-5;60;11975;42853
202206;W96-5;61;5455;25796
202206;W96-5;86;33086;158825
202206;W96-5;87;14249;72720
202206;W96-6;1;148266;390337
202206;W96-6;2;116509;288807
202206;W96-6;3;22590;48016
202206;W96-6;4;27158;102296
202206;W96-6;70;28832;81851
202206;W96-6;81;9566;24445
202206;W96-6;73;1718;4441
202206;W96-6;71;742;17916
202206;W96-6;76;2095;33371
202206;W96-6;83;7330;8809
202206;W96-6;84;7549;26766
202206;W96-6;60;10878;35704
202206;W96-6;61;9106;28915
202206;W96-6;86;15289;68668
202206;W96-6;87;5179;22271
202206;W96-7;1;345660;1225841
202206;W96-7;2;177706;544841
202206;W96-7;3;90992;260327
202206;W96-7;4;71792;313367
202206;W96-7;70;83917;297463
202206;W96-7;81;4791;11631
202206;W96-7;73;2795;7727
202206;W96-7;71;181;2987
202206;W96-7;76;205;1981
202206;W96-7;83;37065;48344
202206;W96-7;84;9114;27703
202206;W96-7;60;16676;64502
202206;W96-7;61;6935;31891
202206;W96-7;86;71692;390703
202206;W96-7;87;15481;89365
202206;W96-8;1;65882;184205
202206;W96-8;2;41995;116699
202206;W96-8;3;13419;35297
202206;W96-8;4;16366;74308
202206;W96-8;70;17208;59693
202206;W96-8;81;3810;7843
202206;W96-8;73;1386;5542
202206;W96-8;76;120;322
202206;W96-8;83;6719;7955
202206;W96-8;84;7879;25489
202206;W96-8;60;3362;13205
202206;W96-8;61;616;2685
202206;W96-8;86;18015;93384
202206;W96-8;87;3229;16348
202206;W96-9;1;273614;609578
202206;W96-9;2;149890;346455
202206;W96-9;3;49411;102479
202206;W96-9;4;26433;92519
202206;W96-9;70;4258;11156
202206;W96-9;81;29789;67833
202206;W96-9;60;3020;9781
202206;W96-9;86;12046;46885
202207;W96-1;1;47433;127348
202207;W96-1;2;33412;76860
202207;W96-1;3;9363;19819
202207;W96-1;4;3882;10719
202207;W96-1;70;22627;71567
202207;W96-1;81;591;3488
202207;W96-1;73;186;679
202207;W96-1;71;410;10254
202207;W96-1;76;897;18117
202207;W96-1;84;1932;7430
202207;W96-1;60;7078;20073
202207;W96-1;61;2915;8903
202207;W96-1;86;6638;28102
202207;W96-1;87;918;4468
202207;W96-2;1;144820;561424
202207;W96-2;2;137603;424351
202207;W96-2;3;36788;110176
202207;W96-2;4;51967;299188
202207;W96-2;70;137950;784640
202207;W96-2;81;7798;23280
202207;W96-2;73;2818;15855
202207;W96-2;71;1047;21722
202207;W96-2;76;1184;16106
202207;W96-2;83;7491;8217
202207;W96-2;84;9715;41652
202207;W96-2;60;13187;54700
202207;W96-2;61;3403;19837
202207;W96-2;86;39181;243786
202207;W96-2;87;8140;57190
202207;W96-3;1;112132;225600
202207;W96-3;2;97000;192119
202207;W96-3;3;26308;62052
202207;W96-3;4;6664;19623
202207;W96-3;70;23542;58797
202207;W96-3;81;2675;10689
202207;W96-3;71;1122;23678
202207;W96-3;76;2877;51087
202207;W96-3;83;3634;4899
202207;W96-3;84;12554;40863
202207;W96-3;60;14188;39193
202207;W96-3;61;7191;20685
202207;W96-3;86;6960;26589
202207;W96-3;87;3144;13465
202207;W96-4;1;119503;295637
202207;W96-4;2;102239;219222
202207;W96-4;3;39078;98519
202207;W96-4;4;13990;57287
202207;W96-4;70;54023;156001
202207;W96-4;81;8015;18595
202207;W96-4;73;2695;11279
202207;W96-4;71;2215;55051
202207;W96-4;76;2006;18825
202207;W96-4;83;10288;11661
202207;W96-4;84;17665;54092
202207;W96-4;60;10838;37569
202207;W96-4;61;4985;20398
202207;W96-4;86;14663;64959
202207;W96-4;87;6094;35004
202207;W96-5;1;308293;1026414
202207;W96-5;2;222316;613095
202207;W96-5;3;64940;150871
202207;W96-5;4;99179;509572
202207;W96-5;70;79431;269578
202207;W96-5;81;10447;25335
202207;W96-5;73;21275;120884
202207;W96-5;71;1185;24901
202207;W96-5;76;1309;26179
202207;W96-5;83;6133;15350
202207;W96-5;84;9427;43486
202207;W96-5;60;17828;73608
202207;W96-5;61;8864;46655
202207;W96-5;86;67996;369233
202207;W96-5;87;24313;149064
202207;W96-6;1;157123;444560
202207;W96-6;2;140809;380092
202207;W96-6;3;33713;73668
202207;W96-6;4;41583;187725
202207;W96-6;70;72994;240448
202207;W96-6;81;10182;26524
202207;W96-6;73;2081;10296
202207;W96-6;71;618;15967
202207;W96-6;76;2478;35229
202207;W96-6;83;12049;17892
202207;W96-6;84;9492;31405
202207;W96-6;60;15755;53633
202207;W96-6;61;11735;42813
202207;W96-6;86;28686;143520
202207;W96-6;87;8358;43929
202207;W96-7;1;471590;1732184
202207;W96-7;2;257595;797414
202207;W96-7;3;144533;406137
202207;W96-7;4;124873;631386
202207;W96-7;70;130155;471421
202207;W96-7;81;8973;25546
202207;W96-7;73;3095;14817
202207;W96-7;71;171;3066
202207;W96-7;76;271;2086
202207;W96-7;83;107834;135688
202207;W96-7;84;13473;43284
202207;W96-7;60;26102;108741
202207;W96-7;61;9983;50176
202207;W96-7;86;127743;774777
202207;W96-7;87;23713;159357
202207;W96-8;1;90417;260368
202207;W96-8;2;51870;152821
202207;W96-8;3;19709;48247
202207;W96-8;4;23031;121993
202207;W96-8;70;26536;86680
202207;W96-8;81;5176;10421
202207;W96-8;73;1339;6100
202207;W96-8;76;77;411
202207;W96-8;83;18360;21798
202207;W96-8;84;9424;32111
202207;W96-8;60;5048;20574
202207;W96-8;61;658;3032
202207;W96-8;86;24847;148434
202207;W96-8;87;3567;23498
202207;W96-9;1;301510;685509
202207;W96-9;2;157916;352246
202207;W96-9;3;58886;119054
202207;W96-9;4;30704;106926
202207;W96-9;70;6626;16258
202207;W96-9;81;34518;70310
202207;W96-9;60;3161;11056
202207;W96-9;86;14093;53393
202208;W96-1;1;55212;153396
202208;W96-1;2;34298;84532
202208;W96-1;3;11243;23680
202208;W96-1;4;4683;14397
202208;W96-1;70;24775;83287
202208;W96-1;81;540;3541
202208;W96-1;73;113;679
202208;W96-1;71;526;11055
202208;W96-1;76;1187;18484
202208;W96-1;84;1780;4832
202208;W96-1;60;7417;23066
202208;W96-1;61;3177;11542
202208;W96-1;86;6859;32319
202208;W96-1;87;916;5488
202208;W96-2;1;155360;659263
202208;W96-2;2;144751;489772
202208;W96-2;3;39577;123016
202208;W96-2;4;50929;341508
202208;W96-2;70;140023;893465
202208;W96-2;81;7254;23143
202208;W96-2;73;1731;14980
202208;W96-2;71;1211;21956
202208;W96-2;76;1120;16785
202208;W96-2;83;9080;10593
202208;W96-2;84;9740;49902
202208;W96-2;60;14125;61783
202208;W96-2;61;3636;23312
202208;W96-2;86;37844;279183
202208;W96-2;87;7703;65628
202208;W96-3;1;111958;235438
202208;W96-3;2;104970;205486
202208;W96-3;3;31102;71247
202208;W96-3;4;7257;21391
202208;W96-3;70;27134;70162
202208;W96-3;81;3200;9821
202208;W96-3;71;1305;23589
202208;W96-3;76;3081;49561
202208;W96-3;83;4273;5303
202208;W96-3;84;16545;47445
202208;W96-3;60;15069;40059
202208;W96-3;61;7993;23528
202208;W96-3;86;7887;31037
202208;W96-3;87;3220;15467
202208;W96-4;1;124480;332595
202208;W96-4;2;101829;232323
202208;W96-4;3;39803;108655
202208;W96-4;4;13570;62092
202208;W96-4;70;43607;132428
202208;W96-4;81;8001;20515
202208;W96-4;73;2416;16362
202208;W96-4;71;2471;52491
202208;W96-4;76;2303;19602
202208;W96-4;83;10702;12777
202208;W96-4;84;16599;53756
202208;W96-4;60;11630;42360
202208;W96-4;61;4780;20992
202208;W96-4;86;13956;69804
202208;W96-4;87;5802;39467
202208;W96-5;1;329496;1252832
202208;W96-5;2;236934;735115
202208;W96-5;3;72877;173031
202208;W96-5;4;105160;639755
202208;W96-5;70;54525;209222
202208;W96-5;81;9817;24670
202208;W96-5;73;13641;100925
202208;W96-5;71;945;23156
202208;W96-5;76;1609;25865
202208;W96-5;83;7733;19202
202208;W96-5;84;9856;46110
202208;W96-5;60;18370;88966
202208;W96-5;61;9640;58003
202208;W96-5;86;66408;441411
202208;W96-5;87;23308;177848
202208;W96-6;1;175429;523593
202208;W96-6;2;150941;427875
202208;W96-6;3;34797;79975
202208;W96-6;4;43379;232542
202208;W96-6;70;57937;184146
202208;W96-6;81;9775;24574
202208;W96-6;73;1896;9979
202208;W96-6;71;705;16947
202208;W96-6;76;2344;36969
202208;W96-6;83;12764;18836
202208;W96-6;84;9540;36705
202208;W96-6;60;17637;63332
202208;W96-6;61;13435;53992
202208;W96-6;86;27609;163319
202208;W96-6;87;8197;50758
202208;W96-7;1;508942;2126016
202208;W96-7;2;270236;968631
202208;W96-7;3;149233;482317
202208;W96-7;4;131866;816905
202208;W96-7;70;131653;567427
202208;W96-7;81;8105;21774
202208;W96-7;73;1711;11311
202208;W96-7;71;189;3072
202208;W96-7;76;398;2944
202208;W96-7;83;113287;140967
202208;W96-7;84;13414;52656
202208;W96-7;60;29616;139446
202208;W96-7;61;10897;62292
202208;W96-7;86;130252;974559
202208;W96-7;87;23877;193667
202208;W96-8;1;100817;325979
202208;W96-8;2;61120;188844
202208;W96-8;3;20291;57552
202208;W96-8;4;22835;153696
202208;W96-8;70;31850;114952
202208;W96-8;81;5316;12837
202208;W96-8;73;1238;6555
202208;W96-8;76;106;408
202208;W96-8;83;21423;25187
202208;W96-8;84;7731;35687
202208;W96-8;60;5301;24704
202208;W96-8;61;779;3852
202208;W96-8;86;26010;191781
202208;W96-8;87;3908;30842
202208;W96-9;1;295516;707674
202208;W96-9;2;157035;350510
202208;W96-9;3;56752;119681
202208;W96-9;4;31963;112317
202208;W96-9;70;8495;20001
202208;W96-9;81;35410;72698
202208;W96-9;60;3136;11232
202208;W96-9;86;11587;47149
